#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-25 20:02:18
2017-04-26 14:22:48 118.67.248.120 GET /assets/css/camera.css - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 8828
2017-04-26 14:22:48 118.67.248.120 GET /assets/css/font-awesome.min.css - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 11445
2017-04-26 14:22:53 118.67.248.120 GET /assets/css/style.css - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 15957
2017-04-26 14:22:54 118.67.248.120 GET /assets/css/bootstrap.min.css - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 17765
2017-04-26 14:22:54 118.67.248.120 GET /assets/js/fancybox/jquery.fancybox.pack.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 7077
2017-04-26 14:22:54 118.67.248.120 GET /assets/js/jquery.easing.1.3.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 1116
2017-04-26 14:22:58 118.67.248.120 GET /assets/js/custom.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 1305
2017-04-26 14:22:59 118.67.248.120 GET /assets/js/camera.min.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 3396
2017-04-26 14:22:59 118.67.248.120 GET /assets/js/jquery.min.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 15865
2017-04-26 14:22:59 118.67.248.120 GET /assets/js/jquery.mobile.customized.min.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 10599
2017-04-26 14:22:59 118.67.248.120 GET /assets/js/modernizr-latest.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 18975
2017-04-26 14:23:01 118.67.248.120 GET /assets/js/bootstrap.min.js - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 5111
2017-04-26 14:23:01 118.67.248.120 GET /assets/fonts/fontawesome-webfont.woff v=4.0.3 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 404 3 64 2359
2017-04-26 14:23:03 118.67.248.120 GET /assets/images/arrow.png - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 2558
2017-04-26 14:23:04 118.67.248.120 GET /assets/images/news2.jpg - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 6625
2017-04-26 14:23:04 118.67.248.120 GET /assets/images/bg.png - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 4804
2017-04-26 14:23:07 118.67.248.120 GET /assets/css/assets/images/camera-loader.gif - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 404 0 2 1840
2017-04-26 14:23:14 118.67.248.120 GET /assets/images/camera_skins.png - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 8492
